"","x"
"12772",289421.560540569
"12776",82755.7727397467
"12782",84162.6007872688
"12792",456501.147251623
"12794",157579.955969649
"12795",663940.939791047
"12804",230462.380558876
"12812",1400593.61570269
"12815",529176.241895181
"12825",72078.6763383163
"12826",372804.238035662
"12827",1508170.66549647
"12830",783617.930203421
"12831",175825.9497013
"12836",169420.127525959
"12846",769293.287187386
"12847",1005241.23514754
"12849",192782.466079173
"12850",309052.966480023
"12861",368475.04139115
"12867",261545.03089497
"12869",162701.708325308
"12873",2230575.5770605
"12875",227477.626311962
"12877",289639.486088582
"12880",666624.970173235
"12888",455853.354714563
"12897",293793.013608386
"12900",308787.549360399
"12902",947229.434427592
"12903",310681.338088443
"12904",392896.00605675
"12909",487903.83504545
"12914",327755.983447384
"12918",297394.656709547
"12919",1104823.28242692
"12925",925698.858873093
"12926",495245.160786644
"12931",273947.72954467
"12936",1327040.20043209
"12940",333176.280107145
"12943",190055.145008983
"12949",782286.958630592
"12953",419770.283420982
"12967",392874.223138246
"12975",796923.54321447
"12976",166150.317510287
"12979",692592.443427557
"12990",315238.114965772
"12991",555706.981513287
"12998",511900.541864079
"13005",548278.224961488
"13008",360824.231409999
"13018",216472.63955199
"13027",496426.461865932
"13031",270020.003342966
"13054",423246.124276231
"13055",392373.909937848
"13056",727229.027060208
"13058",198303.837710062
"13062",607357.661079226
"13068",247912.915021117
"13070",654787.752365712
"13078",457764.838662277
"13087",739160.112462091
"13093",395298.1392317
"13096",498942.874794962
"13097",411105.073289893
"13101",533508.273668431
"13102",262433.63486214
"13112",447136.187200112
"13122",475707.03341757
"13127",251354.943000967
"13131",643887.369538489
"13132",296928.341934993
"13144",472152.120699867
"13145",439423.28982515
"13151",201033.867239568
"13154",1062624.12879841
"13156",534714.634399448
"13162",673014.087478915
"13164",908959.574690312
"13165",355709.249240276
"13171",380326.301432083
"13176",748816.337604548
"13181",447173.124373997
"13183",703121.554343083
"13186",430313.86122076
"13200",841461.866011207
"13206",675917.285727612
"13209",609747.040438216
"13213",384075.643721953
"13216",846133.207211867
"13220",678806.424634377
"13235",638724.624562673
"13240",245252.324351346
"13241",467790.39473079
"13242",390392.431959353
"13245",567773.925733885
"13250",360251.190013285
"13251",1039160.36869508
"13265",532995.490349165
"13267",469484.729569369
"13268",2033486.28631292
"13271",981492.77171597
"13273",554495.632334581
"13275",554025.055708773
"13278",436298.817374802
"13280",900549.000194903
"13281",1372527.66246656
"13285",223140.96212085
"13286",575693.270719994
"13291",243054.766715988
"13292",539873.69237398
"13301",375173.40955502
"13317",284858.289906211
"13324",588587.964963277
"13346",1012111.15221043
"13351",684345.855137327
"13358",1568467.12373694
"13359",708846.469796263
"13370",445410.769637244
"13379",842924.484911582
"13381",530155.936561892
"13394",327962.087257267
"13401",1715506.15735836
"13402",395997.50282891
"13412",2436026.79639828
"13413",742198.635394
"13416",128298.905591881
"13419",896462.760775004
"13424",668610.204589356
"13425",639634.572000094
"13429",481015.310764276
"13437",489192.350406326
"13441",648253.188620502
"13443",244544.30931473
"13452",278157.868022363
"13461",567602.402888122
"13474",270251.585589292
"13482",1198033.55856942
"13486",549051.709489106
"13502",222206.159129659
"13517",231146.020333756
"13525",454038.120757873
"13526",1176466.79134945
"13529",1903119.33663949
"13536",221958.064780217
"13546",907855.723156458
"13548",207769.090962672
"13552",461990.80381923
"13559",439362.654670727
"13563",533491.695237609
"13568",364854.991926554
"13589",438783.420212067
"13591",379258.03469928
"13600",669038.962617424
"13605",692257.601571351
"13616",207217.709111197
"13619",269890.46895462
"13623",285206.501466074
"13629",104067.44313102
"13639",1136213.11003208
"13643",507151.914095517
"13646",404538.087714917
"13650",422965.046474688
"13652",274693.964299464
"13662",727314.800574435
"13665",565407.411209964
"13666",446372.490625126
"13671",257218.732062614
"13673",982575.739053573
"13674",522835.103202055
"13677",498992.906896394
"13678",326628.787830209
"13681",169601.48819685
"13683",461068.413830673
"13690",364125.935419287
"13698",1102632.3952853
"13700",584220.600870789
"13702",332577.627634906
"13704",395966.562291868
"13714",552863.459474442
"13717",77915.5138908827
"13723",947009.646058787
"13725",219910.580063338
"13729",1178822.07588081
"13731",284730.954808544
"13736",993688.603580977
"13743",325570.250164238
"13746",462163.028432006
"13747",419555.505675227
"13754",214841.676323033
"13758",16930.0516293538
"13765",307383.866057396
"13772",379962.511104002
"13773",242686.214398847
"13785",379020.023778645
"13794",680651.993687688
"13796",444511.450263105
"13801",793414.457150839
"13807",288589.89683686
"13819",572819.986684886
"13833",545307.09670177
"13843",738345.413035784
"13846",415186.718709808
"13847",1056390.34102233
"13848",484901.332443574
"13850",342234.44276532
"13857",341875.340760654
"13862",862328.858947787
"13863",484269.476024497
"13866",110023.181344376
"13873",502691.237945567
"13881",586102.28619836
"13888",368239.232332537
"13892",336336.450173043
"13899",693962.977221957
"13903",566299.965851441
"13904",528020.171378558
"13915",317052.661024094
"13916",165404.377479786
"13918",688772.173839787
"13925",989588.259355255
"13929",660706.503416122
"13931",316192.252405225
"13936",471708.614144455
"13937",632172.996676202
"13961",714442.0213813
"13965",949225.820050336
"13970",581967.784318905
"13972",385436.533664524
"13979",888253.284586453
"13983",577347.846548929
"13984",500583.892841968
"13986",526164.585880332
"13988",504077.423646659
"13990",417898.323738
"13993",86507.8073454802
"13995",484012.737885563
"13997",113077.837478614
"13998",644985.475049579
"14008",739315.988821232
"14016",622030.136946133
"14024",489019.553514966
"14025",270464.926144319
"14037",254243.722582185
"14040",724244.174833651
"14043",230548.730540095
"14045",772099.212336054
"14054",654592.668917838
"14057",371117.665249334
"14074",528476.957691041
"14076",806985.082660082
"14093",478295.752106756
"14094",801053.309687455
"14096",434293.111631227
"14100",655325.810851726
"14104",307445.046645606
"14105",559942.827832131
"14109",118497.57917558
"14112",410560.752702695
"14115",256192.550309418
"14118",413719.04334347
"14120",424819.787192457
"14124",496252.678193833
"14131",289915.543831445
"14132",294842.250553482
"14133",858543.046119071
"14136",249635.230908933
"14137",723287.327929861
"14141",293807.559081621
"14142",196515.29189481
"14145",864587.500918242
"14146",547424.952295494
"14147",666065.961144874
"14159",198180.331441764
"14162",786828.282196328
"14167",565298.759814038
"14177",652529.628072002
"14179",432369.967478583
"14181",193890.859834158
"14190",533096.122659741
"14193",907611.64435125
"14194",774063.43693772
"14198",231675.113940377
"14203",255901.128089959
"14210",345380.006903223
"14213",852868.687871405
"14216",879989.30515047
"14217",581563.228750806
"14219",368568.511889485
"14222",409136.517239461
"14227",679621.579672242
"14234",1192280.76659746
"14238",437136.569716381
"14239",264490.012315884
"14248",188724.328512842
"14250",601594.528243294
"14251",53035.5290985665
"14252",138385.286060151
"14253",535122.011377349
"14256",1085219.04950725
"14258",88268.1004348709
"14260",276570.761191763
"14277",554913.798646401
"14280",500237.166863642
"14281",340897.341490386
"14283",674499.975277908
"14286",471382.794641466
"14289",489307.22438752
"14295",629216.282791179
"14299",537620.091525525
"14304",462044.151161214
"14305",434124.739739286
"14311",641929.04865723
"14317",89115.160519873
"14329",1005798.4629434
"14331",503518.814575257
"14333",554202.705337748
"14341",502407.262789031
"14342",599995.769891695
"14349",267945.894258095
"14354",408851.125844444
"14357",1023785.75538999
"14358",483672.307985474
"14359",357000.114070258
"14363",775106.761949035
"14371",659459.063269513
"14387",416446.449225026
"14392",386986.695487681
"14393",169037.134296229
"14394",591510.017495881
"14417",421135.049234379
"14422",88259.7242995544
"14423",526573.348205291
"14435",829461.629706672
"14443",760764.60917697
"14458",731253.326730948
"14460",489540.621136597
"14473",336880.905395416
"14475",559134.360357553
"14478",272646.857774214
"14485",237595.326785136
"14488",350995.049859745
"14497",396326.562225275
"14499",480031.263204226
"14503",895340.439784606
"14520",614111.485394648
"14536",680269.81783972
"14565",361029.611115972
"14570",591012.003637662
"14571",288868.457531238
"14576",115967.367868113
"14581",716620.172086076
"14582",12771.7977664051
"14583",655442.392387045
"14584",464720.489051628
"14585",457960.435253318
"14590",953977.582082085
"14591",533176.804408093
"14594",542813.668630511
"14605",861228.850415269
"14612",709834.070927439
"14624",542143.640596001
"14625",420771.797016006
"14626",845477.284991592
"14627",115064.667158351
"14632",505605.989272725
"14642",245893.969769165
"14644",646044.118394928
"14645",362738.86701731
"14653",748354.625529524
"14654",569196.386330404
"14658",650803.159516103
"14660",834513.770930035
"14664",746881.3880849
"14668",538078.287409998
"14672",703403.771624235
"14674",591654.331814553
"14676",60672.8334877656
"14682",1504200.2624037
"14683",1604427.42524464
"14687",522561.784603163
"14688",207186.617935669
"14691",790388.85993629
"14694",362943.294699292
"14703",707757.929525302
"14704",957472.890063313
"14712",322236.464725191
"14716",456803.344980847
"14717",1355106.63333812
"14722",149631.144833239
"14724",723588.50211467
"14734",182063.166980642
"14736",355605.164409893
"14740",288973.213777716
"14742",468812.881075198
"14751",532295.0678786
"14757",138110.748611035
"14762",669653.748161603
"14763",674391.028019566
"14768",395428.560430122
"14770",567946.248002492
"14783",418283.550169567
"14787",197345.233346661
"14796",187303.837049608
"14800",932743.469804502
"14801",253101.923800593
"14803",377840.184118544
"14804",1788038.03012844
"14810",496858.162082202
"14826",869197.573565603
"14834",496147.861918799
"14835",228334.792122685
"14862",454070.57316332
"14863",144265.360477103
"14868",113945.236504539
"14870",265381.257426628
"14885",663911.092284986
"14896",230528.816418156
"14898",289352.011080731
"14900",1481527.04919531
"14908",942186.128544334
"14923",313403.175095515
"14926",658968.908505543
"14928",347667.488698319
"14935",277132.781170699
"14937",350345.941241154
"14945",626164.361444295
"14946",763716.427111348
"14950",347159.081313195
"14951",207299.60384588
"14956",715850.552088592
"14978",577096.57465583
"14985",770977.824493392
"14987",323176.350894068
"14989",535340.347333602
"14995",173686.862453079
"15001",230052.511941673
"15009",378060.745390243
"15018",615492.032067904
"15020",457095.698478037
"15022",605020.711996928
"15028",521874.961726812
"15034",783528.279274401
"15037",179652.04009706
"15042",366847.440931249
"15049",430462.385335116
"15054",268713.320260997
"15055",833902.700043208
"15059",279427.505972546
"15061",1170206.71714791
"15075",582291.164414799
"15076",641961.197226174
"15082",956237.119498411
"15088",415961.670301937
"15089",467865.991529857
"15091",206131.114476739
"15094",410466.672395181
"15102",1204987.34585352
"15110",508232.126304019
"15112",505104.461928166
"15119",1293708.19176852
"15126",758029.778539552
"15127",407557.121438873
"15129",490276.780120255
"15131",763062.855376022
"15142",412589.83643503
"15144",225530.725939112
"15149",371712.428521161
"15159",1720812.84373273
"15161",941193.901842308
"15167",1473911.47698947
"15168",159883.59815944
"15187",444020.40026137
"15196",239079.072818845
"15206",518041.090503471
"15210",450026.978913624
"15213",305572.034822474
"15218",61644.0302467258
"15223",1384936.79732808
"15228",592399.480990027
"15232",447279.249229999
"15235",444614.700551016
"15248",448525.378841713
"15251",401012.55065464
"15259",1590117.46357177
"15262",824980.985128854
"15263",462386.439264614
"15265",750554.049153011
"15267",342541.380018854
"15271",495447.758002137
"15272",549787.608636155
"15273",180239.95405514
"15282",350789.597714785
"15285",441368.925325837
"15286",522562.780947615
"15296",547010.65362676
"15309",321026.488656016
"15311",501038.399196628
"15313",214007.77073371
"15323",971826.088017918
"15324",523889.116836217
"15326",268052.347534299
"15328",861823.552880401
"15330",111626.603799198
"15332",462013.455953808
"15335",679754.611331534
"15337",366525.173755558
"15341",272511.996683427
"15350",1025119.95701315
"15358",523719.737070176
"15366",110278.729404193
"15367",110278.729404193
"15368",780065.206239789
"15371",419974.138720048
"15376",960294.353004462
"15379",369621.783150307
"15389",337299.480630951
"15392",639108.443956288
"15403",232281.559845201
"15415",382111.688006391
"15419",83970.0390107678
"15422",637486.892401609
"15426",413727.247050268
"15430",249040.821610147
"15431",1048800.23217207
"15434",695148.069310529
"15440",534024.867361092
"15448",201935.412153803
"15450",686787.35250313
"15453",167251.499023488
"15456",414929.752437185
"15458",312793.272533347
"15461",601553.94626624
"15462",551748.892584668
"15463",249453.569993778
"15477",307648.82572667
"15484",453853.462034191
"15488",512064.247712925
"15491",340191.098115423
"15492",836288.318671859
"15496",195589.359787863
"15497",246662.082747452
"15504",448276.522611868
"15508",576836.754200496
"15510",378731.921469453
"15518",852422.242361361
"15519",491306.89584454
"15525",599147.313617312
"15528",218185.420135257
"15531",624186.644420944
"15535",469893.405842344
"15537",305390.972345378
"15544",262575.105581524
"15546",380568.72107912
"15551",509361.828923555
"15556",238799.41292381
"15561",1178426.96570703
"15569",269005.814175812
"15585",362723.736015706
"15587",691819.800194433
"15592",727943.098658544
"15593",1751653.3399225
"15600",876546.278750901
"15601",733872.083168362
"15603",777894.784347954
"15612",278919.708798067
"15613",422628.77107898
"15617",800184.087448643
"15618",397284.425925808
"15619",659271.857969294
"15620",290430.047160195
"15625",358613.614655632
"15626",192519.766858526
"15627",412858.939988573
"15632",764797.552827429
"15633",2088223.63144174
"15637",173637.412464038
"15638",895273.232227234
"15641",264635.496850101
"15643",475645.263590523
"15644",521231.583612741
"15649",349769.00922662
"15660",485813.287990987
"15666",369157.508892199
"15669",1960321.04256754
"15672",301286.148046467
"15675",179140.133661924
"15683",461203.440134401
"15685",381866.749200022
"15689",1045966.69558257
"15692",493478.264358444
"15702",611548.774886966
"15705",311335.735547777
"15706",224745.747191328
"15715",494800.891481241
"15716",828599.819945958
"15722",580526.274805161
"15729",961022.654512859
"15730",1167167.80086272
"15736",235088.646948773
"15742",311562.996824433
"15744",980532.100398686
"15757",582407.305859073
"15772",642324.926819496
"15777",317118.891192563
"15782",460244.922859428
"15787",357077.759155442
"15788",398716.027387051
"15793",316215.07931459
"15801",421770.939496757
"15819",377717.461869584
"15834",405545.80778769
"15837",1119815.32806411
"15838",560696.252732398
"15839",676076.259479853
"15858",524574.265155522
"15867",520035.778229318
"15868",261507.346300711
"15877",223462.858941
"15878",346454.475913443
"15886",535568.493620922
"15890",416074.435715012
"15900",314543.404186069
"15911",429454.015120439
"15915",243874.083369176
"15923",577239.346557249
"15931",870853.480882297
"15935",618952.572111639
"15948",813748.170032685
"15955",475783.29975951
"15959",542269.005638648
"15965",678901.538688062
"15967",557792.228715783
"15973",517351.796178927
"15976",454259.469324534
"15980",506890.725352825
"15988",517583.621590643
"15991",255455.283905235
"15995",467550.274158715
"15998",463046.059229345
"16009",249092.763274776
"16014",1197041.32823538
"16016",682189.55617893
"16021",1162869.04169963
"16024",489486.850419713
"16025",473523.595836604
"16034",498857.602468828
"16038",570014.866038974
"16043",433225.09038807
"16047",701102.920552534
"16057",399913.189675322
"16059",852355.244321755
"16078",558252.838592142
"16080",583231.838844875
"16082",1049022.24223066
"16087",269174.427273523
"16091",286524.947086693
"16093",298482.107251465
"16098",577173.245543126
"16101",1163354.43470009
"16112",732601.81113119
"16119",387955.517472155
"16130",933063.024169866
"16131",464271.757295253
"16134",539002.608647782
"16141",362096.517549024
"16147",575102.705409498
"16157",550154.4304959
"16158",639719.72970847
"16162",412277.894135442
"16165",321348.247938655
"16167",318693.222967105
"16172",878155.080624846
"16176",535280.901475873
"16190",721134.706093505
"16191",266021.640055403
"16199",40812.6063949547
"16205",163331.662874139
"16208",922625.069710029
"16210",354170.379883279
"16213",251718.692823916
"16214",478833.099735451
"16218",691661.217784907
"16220",608852.384936744
"16221",445679.505312915
"16222",297833.066870252
"16223",519232.809866108
"16233",242733.355020597
"16236",865004.924012604
"16241",593849.897711635
"16242",639910.247526067
"16246",551074.707652265
"16247",378108.682198178
"16248",206869.237851248
"16249",656682.302062647
"16252",263534.669212781
"16255",194079.093251673
"16259",1740195.44564604
"16260",84474.944177361
"16261",1272152.68062268
"16262",328382.070093988
"16279",156428.667743121
"16290",192274.147284671
"16293",556861.701953057
"16297",800389.417690692
"16302",1093160.50502257
"16312",453723.695794585
"16315",357619.830789155
"16318",484297.350099325
"16322",398820.899664073
"16326",260334.766677404
"16332",298464.400026074
"16333",289430.018438908
"16334",1146825.1985026
"16335",822735.902025444
"16339",561442.28142114
"16345",694206.589707576
"16360",1537111.04883807
"16363",691385.395382108
"16364",279065.285716982
"16365",934118.926613856
"16372",154426.850784109
"16376",73293.3116538766
"16380",191278.095966949
"16394",941674.080772989
"16396",361928.259767043
"16418",644331.548056965
"16422",436837.374190672
"16423",515087.299433495
"16427",1197407.64131014
"16430",1004235.58530569
"16433",399912.486581698
"16439",803318.374449033
"16444",778550.164325425
"16450",892235.044560745
"16456",36566.4110181744
"16459",259634.416550555
"16463",377070.523374233
"16464",347923.287016845
"16469",1013665.8395393
"16475",396540.533232283
"16477",837775.221235743
"16482",73862.2186923126
"16484",582486.0252422
"16486",275547.115882464
"16489",1170578.71158728
"16497",622820.686840886
"16502",464033.296044123
"16508",121222.23024594
"16513",323730.412715196
"16524",669522.383081133
"16526",1778928.82279769
"16529",809593.057938694
"16536",625023.634955184
"16539",271322.862189108
"16553",1125966.08268046
"16554",468312.808978535
"16555",728422.732310714
"16557",113168.559847864
"16565",391172.54130717
"16567",446333.174611772
"16569",478753.866091162
"16572",595787.487657119
"16573",497601.336498046
"16583",1301412.43722229
"16584",953634.176885665
"16589",1135706.82130367
"16591",560154.37228296
"16597",255328.914253619
"16598",486835.584233712
"16600",784368.335558016
"16612",655667.198701267
"16616",749654.065257366
"16618",412196.691598991
"16619",447014.565037305
"16626",1008297.95078769
"16632",298832.801849123
"16633",962526.194887189
"16634",225036.780400903
"16640",773162.925608569
"16662",278763.642620732
"16673",392617.111856641
"16681",241217.629239142
"16693",610063.99576655
"16706",613463.618660075
"16716",279490.797728921
"16719",453596.431370815
"16729",558502.307900838
"16730",1448215.17201226
"16743",569142.327984098
"16746",561875.905664788
"16762",424544.417876877
"16763",459472.48150237
"16768",666589.418474709
"16770",513046.438872424
"16771",963928.147886718
"16776",517540.462787872
"16777",508519.688172609
"16779",853191.280478931
"16781",279929.209736837
"16785",323528.863157852
"16791",421457.324856578
"16795",486481.183399325
"16796",471488.62788022
"16801",276685.267722882
"16802",112110.127622752
"16807",189248.303500573
"16811",732787.560703811
"16813",202954.7508779
"16815",140110.31839871
"16821",315350.878607873
"16828",636073.021975513
"16830",364409.077270215
"16833",345887.686639019
"16834",333361.441803695
"16835",210891.643708025
"16840",766967.582403961
"16843",340636.759110133
"16844",387944.36975156
"16848",901034.982329201
"16849",426201.483909046
"16852",471142.381308822
"16860",123509.421757918
"16861",520506.359399037
"16863",1206175.27602274
"16875",699508.833379407
"16885",624112.737742533
"16886",185900.706783843
"16889",1367477.68623603
"16895",770392.782688636
"16921",410206.011758484
"16923",341102.252327402
"16927",451253.099910454
"16929",820515.803915624
"16930",714991.588007518
"16934",1360030.78423297
"16941",646400.274290749
"16942",232577.43100354
"16948",696684.59233363
"16964",351387.3289112
"16965",676642.954164489
"16967",616225.538074865
"16971",300391.05414388
"16976",745531.181850537
"16977",225133.575294438
"16978",240644.881750132
"16992",451007.051829789
"17001",464846.246138644
"17002",2221002.62685022
"17005",676748.463618537
"17007",283968.526812318
"17010",134515.617597942
"17011",344664.527261507
"17012",422458.471309802
"17022",226314.950538966
"17023",369700.237752759
"17024",367386.939813295
"17025",457900.707464511
"17027",443010.788854245
"17029",87544.0790238018
"17033",420730.511200987
"17034",108277.313253275
"17036",732084.340224093
"17041",364416.177900064
"17049",145230.182112317
"17053",407957.380021278
"17059",648479.667655536
"17063",526216.212786524
"17071",263338.901343307
"17074",410485.216322617
"17081",1010936.50241329
"17088",1134484.50210801
"17092",239779.013403951
"17100",703871.215519861
"17101",441308.85074112
"17102",619286.272904078
"17106",422975.402359207
"17107",130223.736149096
"17109",461406.149399426
"17110",668940.093338239
"17111",431067.278084014
"17116",138803.818569282
"17127",238116.352124438
"17128",416911.782240216
"17131",342205.771903884
"17133",176391.447688176
"17140",539025.896020622
"17151",629574.276151266
"17157",270295.472742897
"17178",1152168.4989619
"17180",642515.585017449
"17181",975047.304838273
"17182",445083.335049795
"17183",311383.445839473
"17193",419599.873204221
"17194",352453.606014303
"17198",200365.260188482
"17208",745570.700960152
"17210",1813501.33288423
"17218",330942.463158293
"17229",330887.321374432
"17235",1047730.43709013
"17242",330809.143837864
"17244",219264.04842349
"17246",1284221.06592196
"17247",1266586.56055597
"17259",508832.773104731
"17264",599348.865940995
"17268",424755.406700743
"17269",234800.220351984
"17273",215944.485004253
"17277",345233.475350977
"17278",189673.675184752
"17282",218250.419648899
"17285",592753.394685885
"17286",633393.438477496
"17293",398820.899664073
"17294",320845.431656524
"17296",620853.695664693
"17304",304740.953555367
"17305",355781.743614792
"17306",813598.585453232
"17321",530166.739646326
"17322",555630.24578351
"17334",424701.516280613
"17341",234261.937027111
"17351",573488.537566495
"17352",494119.325880258
"17353",429750.18583638
"17358",489411.905217543
"17361",823016.310333175
"17368",223352.237958327
"17381",275397.037073137
"17382",450180.727301037
"17386",809063.749602081
"17394",351653.800418665
"17398",586066.105850865
"17407",491056.44942585
"17409",542396.296914602
"17411",392257.313391247
"17419",375262.322530757
"17420",188870.496572486
"17428",329653.322513826
"17440",297543.242748332
"17449",243150.818913853
"17450",551320.026586677
"17457",575480.778358242
"17459",378447.744471422
"17460",1610146.15771171
"17467",441904.422366546
"17468",330046.447810372
"17474",719138.311062267
"17479",575890.649641217
"17481",357485.747620356
"17488",652591.956400879
"17498",390935.049789834
"17513",378130.914466898
"17517",776117.592578814
"17518",328446.118216784
"17519",230985.14963081
"17522",1032107.85699011
"17525",386224.765521027
"17527",539970.597798097
"17531",732747.389612155
"17534",207808.490269042
"17535",371380.913466586
"17542",722787.083813554
"17545",375197.49491678
"17546",461179.229477835
"17547",542267.153405353
"17550",381092.378221866
"17555",210691.036153396
"17563",82524.941993516
"17568",281186.706005626
"17572",587720.146074743
"17574",255394.946604011
"17582",7008.43208004009
"17590",542319.51214022
"17606",69028.186333532
"17608",392011.163989136
"17609",943955.34717634
"17620",484997.360024242
"17621",115855.992763078
"17622",418335.124376428
"17624",40677.5367941307
"17625",388803.978140303
"17627",1073318.47042136
"17629",173874.115540839
"17635",426750.109180798
"17637",381899.177407661
"17639",781021.384422859
"17645",202780.088530022
"17652",205303.803828541
"17658",1471600.39253163
"17661",812629.449861151
"17669",576992.983154656
"17676",382085.8061832
"17681",375232.281742731
"17683",685593.002857211
"17690",645236.706299159
"17692",330544.715367099
"17693",650001.896731329
"17698",364121.024756565
"17699",293321.713861955
"17707",78237.5515325906
"17718",138424.406001911
"17722",825632.202187212
"17729",438212.030815894
"17730",496687.192124828
"17736",325798.540015935
"17739",405499.790677418
"17742",837461.882360978
"17747",451099.583252697
"17767",569174.911979061
"17774",518173.596649809
"17780",810804.309842959
"17782",532998.311437858
"17784",405266.663994082
"17787",744279.969767704
"17788",826413.884923523
"17816",977174.296411996
"17818",743735.349584535
"17823",552137.549456912
"17831",289289.260434071
"17835",654281.109505403
"17838",530962.384380107
"17841",80647.1670199297
"17869",177653.413110876
"17870",370180.752783024
"17871",493047.689915768
"17877",526223.424611116
"17882",393325.173979467
"17884",554321.838333523
"17891",424408.76565083
"17892",624166.324178267
"17896",1260296.04648081
"17904",892589.217902763
"17919",323398.86535255
"17929",396943.69700886
"17933",610803.15458573
"17934",215190.717178277
"17937",444484.913252634
"17954",634274.185771251
"17970",520896.026993057
"17971",594301.302783535
"17975",371435.15743869
"17982",321016.586392602
"17994",389547.798696553
"17996",1646032.98660652
"17999",226082.94475932
"18001",172731.144906594
"18003",840747.492079552
"18006",1303781.91633249
"18007",231404.361363053
"18011",650069.988542413
"18025",743313.117653539
"18033",85516.9311673334
"18039",381765.704827198
"18048",304751.137706571
"18054",665848.021578082
"18065",181431.805459103
"18080",867219.967006631
"18082",231023.843377349
"18090",266156.064872274
"18093",57324.7377620123
"18094",498308.451386406
"18098",745214.563301911
"18102",1644196.46353748
"18107",153643.288920486
"18111",130085.412972142
"18121",1106137.8442773
"18122",633346.933883719
"18139",784057.925128324
"18145",776166.239085072
"18150",602114.119965553
"18162",733065.455676272
"18164",667289.860728585
"18166",234078.410380693
"18168",397178.961092639
"18170",620285.840927989
"18177",192835.764806768
"18184",1126319.03645571
"18192",246130.374780753
"18207",1468960.89422873
"18214",379739.339836605
"18223",603577.165739041
"18224",718540.334195332
"18236",367494.335584419
"18245",279162.975304652
"18247",315941.435024472
"18248",264030.209947102
"18252",238330.621105579
"18256",438353.875481675
"18261",513759.271891597
"18273",880947.751725166
"18287",691610.350333423
"18291",268352.161179721
"18297",90748.3899532248
"18306",387887.965583345
"18319",444697.139348663
"18323",697029.44808853
"18338",710995.713980291
"18340",426046.325025785
"18345",290970.693131019
"18356",434010.633072736
"18357",244645.543771546
"18365",213544.826595287
"18374",626698.987893257
"18377",292023.24265096
"18386",334097.792595694
"18401",1101525.26758132
"18410",2103138.62596414
"18425",172429.023010979
"18426",378987.84794244
"18428",1682696.10086245
"18429",579387.317494058
"18440",370933.937037335
"18445",388992.871388632
"18446",423001.341882499
"18456",2058676.73272675
"18457",238787.880633688
"18463",262103.991476421
"18467",231192.957218574
"18468",326978.863186091
"18474",627292.717782391
"18476",668887.758259424
"18481",367963.017086872
"18485",315283.437650735
"18489",521070.804321417
"18494",569942.206417259
"18499",136416.859365326
"18506",708271.476600915
"18521",759662.324515001
"18535",586799.075517042
"18536",1327103.2164984
"18538",226289.512194288
"18553",728040.245006876
"18566",131734.730413331
"18571",684651.173837811
"18575",491616.726570493
"18577",305251.507915727
"18580",143692.827571229
"18584",719502.048512897
"18586",601167.45801701
"18596",139988.146362884
"18603",367085.330490485
"18605",469977.538318039
"18607",1341305.71627606
"18611",178180.117866459
"18613",460222.602140547
"18614",489922.734505365
"18617",351505.343062166
"18622",576565.631474975
"18624",586440.599376941
"18627",1169941.17659756
"18631",592892.646372883
"18636",105685.701575059
"18637",710129.763323648
"18643",394897.251736061
"18648",523052.262044357
"18656",799731.6333402
"18657",600559.492889207
"18665",220895.521694529
"18668",534998.425591532
"18678",304131.452104199
"18681",744243.867272834
"18685",413103.986472675
"18686",439849.523095573
"18689",641109.462368672
"18691",446841.002693613
"18692",254028.650886575
"18705",403060.06872604
"18711",228585.93811165
"18716",1174276.44526996
"18721",292310.586671642
"18722",597967.588832671
"18731",742996.955461651
"18733",372801.352051074
"18736",226079.489207603
"18737",468959.134360298
"18738",425058.792283627
"18744",462519.262481521
"18746",173504.952952146
"18750",210401.940478732
"18754",397957.945079706
"18768",572945.848643507
"18771",1318735.27999869
"18773",225722.79475601
"18775",498053.567776626
"18777",1163352.8896305
"18781",500898.871033942
"18787",186760.270236821
"18793",889213.057131904
"18795",753014.864002147
"18796",500619.100592127
"18802",333296.205981548
"18807",1035816.06527922
"18811",553088.820057496
"18818",570100.873075513
"18819",626399.26503046
"18822",443013.170178964
"18823",650383.992383284
"18829",1725279.48464481
"18830",724301.656682267
"18838",142731.872732747
"18839",483500.57694751
"18849",1367016.92393707
"18851",908193.325199162
"18856",392655.997805016
"18857",201967.683235792
"18858",460131.293665999
"18861",732721.996399264
"18867",1125393.0755076
"18868",740031.278954603
"18882",507489.671843656
"18888",677054.544242625
"18890",371716.433904631
"18895",486983.396234113
"18897",828016.769813802
"18903",502042.885289476
"18904",422935.663107851
"18909",133028.380949396
"18914",115042.048535834
"18921",442022.18243418
"18932",429802.554384496
"18933",503570.032795888
"18941",349362.893076844
"18957",359739.457444587
"18958",759498.207583835
"18960",420109.606739428
"18969",977077.119029913
"18975",909904.014969272
"18981",1005008.56463432
"18986",472236.475384991
"18987",120909.514825324
"18989",230947.965612563
"18990",338721.812447025
"18991",681803.315081159
"18995",309355.541188225
"18997",433283.414416806
"19003",917604.662505438
"19008",513767.102330108
"19009",486478.407918447
"19012",481933.626917384
"19026",434912.102903503
"19031",524718.257524965
"19049",283337.571703117
"19050",1031246.7029681
"19057",501186.379082402
"19068",620022.752335387
"19075",386525.999398415
"19077",-15033.04580711
"19078",277120.025454188
"19096",693481.195036246
"19097",387608.687724705
"19110",613646.794867383
"19117",494088.55184943
