"","price","sqft_living","grade","sqft_above","bathrooms","sqft_basement","bedrooms","floors","waterfront","howOld","view","sqft_living15","zipcode","yr_renovated"
"10685",452000,1220,6,880,"1",340,"2","1","0",77,0,1220,"98118",0
"10687",410000,2070,8,2070,"2.5",0,"4","2","0",8,0,1250,"98056",0
"10688",595000,2060,7,1180,"1.75",880,"3","1.5","0",30,0,1730,"98119",1985
"10689",499000,1690,7,1690,"2.5",0,"3","2","0",11,0,2330,"98053",0
"10696",545000,2140,8,2140,"2.5",0,"3","2","0",25,0,2380,"98027",0
"10700",705000,2040,7,1160,"2",880,"4","1","0",78,0,2040,"98115",0
"10705",375000,3120,7,2150,"2",970,"3","1","0",35,0,2100,"98042",0
"10706",3e+05,1640,7,1640,"2.5",0,"3","2","0",20,0,1850,"98031",0
"10713",428000,1300,7,1300,"2",0,"4","1","0",57,0,1540,"98122",0
"10727",433495,3010,9,3010,"2.25",0,"4","2","0",27,0,2690,"98092",0
"10746",443000,1280,7,1280,"1",0,"3","1.5","0",84,0,1390,"98133",0
"10749",265000,1800,7,1800,"1",0,"3","1","0",58,0,1230,"98056",0
"10750",1135000,3840,9,2110,"2.75",1730,"4","1","0",52,2,3500,"98040",0
"10753",2e+05,910,6,910,"1.75",0,"2","1","0",12,0,1360,"98038",0
"10759",520000,940,7,940,"1",0,"3","1.5","0",112,0,1210,"98122",0
"10760",555000,1370,7,1200,"2.25",170,"2","2","0",15,0,1800,"98102",0
"10781",750000,2310,8,1310,"2.75",1000,"4","1","0",35,0,2820,"98006",0
"10785",710000,3220,10,3220,"2.5",0,"4","2","0",24,1,2650,"98056",0
"10795",495000,1540,7,960,"2",580,"2","1","0",66,0,1860,"98117",0
"10800",411000,2370,8,2370,"2",0,"4","2","0",37,0,2110,"98001",0
"10802",436000,1480,8,1480,"2.25",0,"3","3","0",7,0,1310,"98103",0
"10808",729000,2480,9,2480,"2.5",0,"3","2","0",25,0,2600,"98006",0
"10811",175000,1030,7,1030,"1",0,"3","1","0",55,0,1370,"98023",0
"10812",442500,1120,7,1120,"1",0,"3","1","0",77,0,1820,"98125",0
"10821",325000,2400,7,1450,"2.75",950,"5","1","0",23,0,2400,"98188",0
"10831",532000,3480,8,2340,"3",1140,"5","1","0",39,0,2020,"98027",0
"10837",950000,3770,10,3770,"2.5",0,"4","2","0",26,0,4000,"98053",0
"10846",360000,850,6,550,"0.75",300,"2","1","0",106,2,2500,"98108",0
"10849",615000,2350,8,1800,"1.75",550,"3","1","0",37,0,2040,"98074",0
"10850",292000,1320,7,1320,"1.75",0,"3","1","0",27,0,1070,"98168",0
"10854",580000,2840,9,2840,"2.5",0,"4","2","0",17,0,2790,"98028",0
"10855",594000,1320,7,1090,"1",230,"3","1","0",95,0,1700,"98107",0
"10863",213950,1430,6,1430,"1",0,"3","1","0",47,0,1050,"98023",0
"10874",291000,1580,7,1580,"2.5",0,"4","2","0",31,0,1590,"98042",0
"10886",485000,1150,7,1150,"1",0,"4","1.5","0",106,0,1890,"98109",0
"10888",405000,2460,8,1810,"2.5",650,"3","1","0",45,0,1820,"98059",0
"10891",440000,1440,7,1440,"2.5",0,"3","2","0",12,0,1560,"98053",0
"10892",299950,1790,9,1790,"1.75",0,"3","1","0",37,3,2540,"98023",0
"10894",312620,1260,7,1260,"2.5",0,"3","1","0",40,0,1430,"98045",0
"10895",372500,1180,7,800,"1.5",380,"3","1","0",34,0,1280,"98074",0
"10898",430000,1550,7,1550,"1.5",0,"3","2","0",93,0,1820,"98177",0
"10902",538000,1840,7,1220,"1.75",620,"4","1","0",48,0,1770,"98052",0
"10904",331500,1700,7,850,"1.75",850,"4","1","0",60,0,1680,"98006",0
"10908",650500,2340,8,1290,"1.75",1050,"4","1","0",62,0,1930,"98115",0
"10923",215000,1060,7,1060,"1",0,"3","1","0",14,0,1310,"98058",2001
"10924",582500,1990,7,1170,"1.75",820,"2","1","0",67,0,1640,"98115",0
"10931",357000,2750,8,2750,"2.5",0,"5","2","0",28,0,1650,"98031",0
"10932",235000,1200,7,1200,"1.75",0,"3","1","0",55,0,1200,"98002",0
"10940",5e+05,1220,7,1060,"1",160,"3","1","0",88,0,1350,"98117",0
"10944",472500,1700,8,1700,"2.25",0,"2","2","0",10,0,1700,"98029",0
"10947",1013050,2480,9,1820,"2.5",660,"4","1","0",48,0,2910,"98004",0
"10949",170000,810,6,810,"1",0,"2","1","0",56,0,820,"98023",0
"10955",875000,1800,8,1800,"1.5",0,"4","1.5","0",86,0,1800,"98103",0
"10972",427000,1830,8,1520,"2.5",310,"3","1","0",24,0,2100,"98045",0
"10977",742500,3100,8,2000,"2.75",1100,"4","2","0",19,0,2130,"98122",1996
"10987",395000,1840,8,1360,"1.75",480,"5","1","0",67,2,2250,"98166",0
"10990",1125000,3890,9,3150,"3.25",740,"4","1.5","0",14,0,2180,"98038",0
"10991",425000,2660,8,2660,"2.25",0,"4","2","0",43,0,2090,"98059",0
"10992",349000,1150,7,1150,"1",0,"2","1","0",64,0,1150,"98125",0
"10994",326000,2580,7,1880,"3",700,"6","1.5","0",102,0,1510,"98118",0
"10996",699000,2740,10,1510,"2.5",1230,"3","2","0",38,1,2840,"98040",0
"11004",3e+05,2120,7,1060,"1",1060,"3","1","0",48,0,1010,"98059",0
"11011",522000,1230,7,1230,"1",0,"3","1.5","0",86,0,1230,"98116",0
"11024",330000,1140,6,1140,"1",0,"3","1","0",56,0,1140,"98106",0
"11027",469000,1480,8,1000,"1.75",480,"3","2","0",1,0,1480,"98136",0
"11030",410000,1350,8,1350,"2",0,"2","1","0",8,0,1440,"98053",0
"11033",560000,2480,7,1510,"2.5",970,"4","1","0",56,0,1770,"98028",0
"11034",903000,3860,10,3860,"2.75",0,"3","2","0",31,0,2820,"98006",0
"11039",250000,1470,6,1470,"2",0,"3","1","0",73,0,1470,"98030",0
"11047",580000,2040,8,2040,"1.75",0,"3","1","0",35,0,2260,"98053",0
"11050",389900,1710,6,1710,"1",0,"4","1.5","0",73,0,1940,"98055",0
"11052",265000,1330,7,1330,"1.75",0,"3","1","0",32,3,1870,"98188",0
"11058",998800,2250,9,2250,"2",0,"3","1","0",60,2,2880,"98177",0
"11059",350000,1530,7,1530,"2.5",0,"4","1.5","0",101,0,1340,"98144",0
"11064",845000,2390,8,1460,"3",930,"4","1.5","0",84,0,1670,"98103",0
"11065",314500,2390,7,2390,"2.5",0,"4","2","0",19,0,1900,"98010",0
"11068",5e+05,930,7,930,"1",0,"2","1","0",111,0,1690,"98122",0
"11072",420000,1060,7,1060,"1",0,"3","1","0",49,0,1470,"98007",0
"11073",290000,2360,8,2360,"2.5",0,"3","2","0",24,0,2360,"98022",0
"11085",814950,2990,9,2990,"2.75",0,"4","2","0",1,0,2910,"98052",0
"11088",880000,3860,9,1930,"1.75",1930,"3","1","0",45,2,2960,"98155",0
"11093",272000,2040,8,1580,"2.25",460,"4","1","0",37,0,2130,"98023",0
"11096",450000,1990,8,1990,"2.5",0,"3","2","0",22,0,2290,"98028",0
"11099",435000,2060,7,1560,"2.5",500,"4","2","0",36,0,1760,"98028",0
"11108",265000,1940,7,1940,"3",0,"4","1","0",67,0,1310,"98155",0
"11122",375000,1330,8,1330,"2.5",0,"3","3","0",11,0,1330,"98117",0
"11134",330000,1960,7,1750,"2.25",210,"3","2","0",12,0,1760,"98118",0
"11136",685000,2030,8,2030,"3.25",0,"3","2","0",35,0,2450,"98052",0
"11139",825000,2520,9,1550,"2.25",970,"3","2","0",25,0,2520,"98033",0
"11151",399950,1040,7,1040,"1",0,"3","1","0",37,0,1370,"98053",0
"11154",515000,1810,9,1810,"2",0,"3","2","0",36,0,1760,"98008",0
"11155",770000,2520,7,1640,"1.75",880,"4","1","0",62,0,2110,"98004",0
"11191",276000,1450,7,1450,"2",0,"3","1","0",17,0,2050,"98042",0
"11193",355000,1810,7,1070,"2.5",740,"3","1","0",14,0,1740,"98019",0
"11195",3e+05,2090,8,1340,"2.75",750,"3","1","0",28,0,2150,"98023",0
"11196",310000,2090,8,1340,"2.75",750,"3","1","0",28,0,2150,"98023",0
"11202",230000,1310,7,1310,"2",0,"3","1","0",28,0,1530,"98038",0
"11215",240000,1090,6,1090,"1",0,"3","1","0",54,0,1040,"98014",0
"11227",1400000,4380,11,4380,"3.5",0,"4","1.5","0",22,0,4010,"98077",0
"11230",395000,1200,6,600,"1",600,"2","1","0",66,0,1270,"98118",0
"11234",1699000,4160,12,3690,"3.25",470,"3","3","0",14,2,3290,"98040",0
"11239",260000,1740,7,1020,"1",720,"4","1","0",53,0,1600,"98058",0
"11243",269950,1760,7,1460,"1.75",300,"3","1","0",59,0,1450,"98002",0
"11245",221000,910,7,910,"1",0,"3","1","0",49,0,1160,"98148",0
"11254",785000,4500,10,4500,"3.5",0,"3","2","0",11,0,4670,"98092",0
"11257",199950,870,6,870,"1.75",0,"2","1","0",69,0,1300,"98001",0
"11259",379900,3110,9,3020,"2",90,"3","2","0",16,0,2150,"98058",0
"11262",785000,1670,8,1670,"1.75",0,"3","1","0",54,0,1900,"98040",0
"11279",2100000,3550,9,3550,"1.75",0,"4","2","0",13,0,3000,"98039",2002
"11280",370000,2740,8,2740,"2.5",0,"5","2","0",10,0,2900,"98031",0
"11291",857000,3720,9,3720,"3",0,"4","2","0",24,0,1610,"98033",0
"11297",813000,3320,10,3320,"2.5",0,"4","2","0",16,0,3040,"98074",0
"11299",203700,770,6,770,"1",0,"2","1","0",55,0,1500,"98072",1960
"11301",230000,800,5,800,"1",0,"2","1","0",73,0,1500,"98058",0
"11303",345000,1200,7,1200,"1",0,"3","1","0",63,0,1330,"98155",0
"11315",383000,2370,8,2370,"2.5",0,"4","2","0",49,0,1590,"98055",0
"11320",729000,2450,8,2450,"2.5",0,"4","2","0",30,0,2630,"98052",0
"11321",460000,1420,7,1420,"1.75",0,"3","1","0",55,0,2020,"98007",0
"11324",825000,2430,8,2430,"2.25",0,"4","2","0",36,0,2390,"98006",0
"11325",314950,1860,7,1860,"2.5",0,"2","2","0",12,0,1860,"98038",0
"11333",874000,1350,9,1350,"2.5",0,"3","3","0",8,0,1640,"98119",0
"11336",515000,3400,9,3400,"3.5",0,"4","2","0",10,0,3190,"98038",0
"11343",343500,1760,7,1180,"1.75",580,"4","1","0",65,2,1990,"98178",0
"11345",544300,1560,7,1560,"1.75",0,"4","1","0",46,0,1510,"98052",0
"11346",370000,1780,7,1780,"2.5",0,"3","2","0",14,0,1571,"98155",0
"11351",651500,1500,7,1420,"1.5",80,"4","2","0",86,0,1480,"98103",0
"11372",565000,1720,7,1270,"1.75",450,"3","1.5","0",12,0,1130,"98103",2003
"11373",292500,750,6,750,"1",0,"2","1","0",73,0,1260,"98126",0
"11380",1170000,2570,9,2570,"2.5",0,"4","2","0",15,0,2570,"98004",0
"11382",355000,1420,7,860,"0.75",560,"3","1","0",92,0,1350,"98103",0
"11392",5e+05,1560,8,1560,"1.75",0,"3","1","0",54,0,2430,"98005",0
"11395",480000,1920,7,1920,"1.75",0,"4","1","0",51,0,1580,"98008",0
"11397",299880,1460,7,1460,"2.5",0,"3","2","0",15,0,1490,"98108",0
"11400",550000,2230,7,1480,"2.75",750,"4","1","0",55,0,1760,"98027",0
"11404",620000,2290,7,1550,"2.75",740,"4","1.5","0",87,0,1460,"98115",0
"11408",325000,850,6,850,"1",0,"3","1","0",67,0,1150,"98155",0
"11409",568000,1740,8,1740,"2.5",0,"3","3","0",7,0,1740,"98116",0
"11412",394000,1680,7,1680,"2.5",0,"3","2","0",7,0,1710,"98053",0
"11422",1017000,2605,9,2090,"2.5",515,"3","2","0",36,2,2605,"98033",0
"11424",273000,1830,8,1830,"2.25",0,"3","2","0",29,0,2160,"98092",0
"11439",590000,2010,8,2010,"2.5",0,"4","2","0",26,0,2100,"98029",0
"11441",848000,3010,10,3010,"3.5",0,"3","2","0",15,0,2780,"98007",0
"11448",514500,2990,9,1740,"2.5",1250,"4","1","0",39,2,3370,"98003",0
"11450",228900,1570,7,1570,"1.5",0,"4","1","0",72,0,980,"98166",0
"11459",350000,1640,8,1640,"2.25",0,"3","2","0",30,0,1830,"98007",0
"11461",475000,1260,7,1260,"1.75",0,"3","1","0",1,0,1320,"98006",2014
"11478",497000,2630,8,2630,"2.5",0,"3","2","0",14,0,2220,"98065",0
"11479",419000,1880,7,1100,"2.25",780,"4","1","0",36,0,1790,"98028",0
"11485",5e+05,1520,7,1520,"1.5",0,"2","1","0",64,0,1440,"98125",0
"11496",455000,1020,7,1020,"1.5",0,"2","3","0",14,0,1138,"98115",0
"11499",966000,3810,10,3810,"4.5",0,"5","2","0",7,0,3390,"98074",0
"11501",229050,420,4,420,"1",0,"1","1","0",66,0,1460,"98136",0
"11504",650000,1820,7,1640,"2",180,"4","1.5","0",70,1,2060,"98115",0
"11506",250000,800,6,680,"1",120,"1","1","0",84,0,1270,"98168",0
"11515",676000,1730,7,1730,"2",0,"3","2.5","0",73,0,1210,"98199",0
"11525",849000,2960,10,2960,"3",0,"3","2","0",20,0,2640,"98052",0
"11526",429950,2010,8,1570,"1.5",440,"3","1","0",64,0,1920,"98125",0
"11529",265000,1290,7,1290,"1",0,"2","2","0",7,0,1290,"98053",0
"11531",560000,1620,7,1140,"2.75",480,"3","1","0",36,0,1900,"98074",0
"11533",610000,2930,9,1520,"2.75",1410,"5","1","0",40,0,3070,"98006",0
"11553",252000,1150,7,1150,"1.5",0,"3","1","0",59,0,1220,"98166",0
"11555",4e+05,2220,7,2220,"2.75",0,"3","2","0",22,0,960,"98108",0
"11559",804000,2620,9,2620,"2.5",0,"4","2","0",10,0,900,"98116",0
"11570",479000,1230,8,1020,"2.25",210,"2","2","0",11,0,1230,"98112",0
"11572",4e+05,1760,8,1760,"2",0,"3","1","0",48,0,1670,"98072",0
"11575",1750000,3510,10,3510,"3",0,"6","2.5","0",109,0,3450,"98112",0
"11581",286500,1840,7,1040,"2",800,"3","1","0",40,0,1600,"98003",0
"11590",1142000,2500,8,1960,"3.25",540,"4","1.5","0",89,0,3670,"98112",0
"11591",255000,1250,6,1250,"1",0,"3","1","0",88,0,1300,"98045",0
"11592",1185000,3020,9,3020,"2.75",0,"4","2","0",12,0,3060,"98004",2003
"11593",635200,1640,7,920,"1.75",720,"4","1","0",94,0,1300,"98117",0
"11597",575000,1430,7,1430,"1.5",0,"4","1.5","0",105,0,1500,"98199",0
"11599",1200000,4170,11,4170,"3.5",0,"4","2","0",11,0,4560,"98059",0
"11610",705000,2830,8,1430,"2.75",1400,"6","1","0",48,0,2060,"98005",0
"11611",625000,2120,8,2120,"1.5",0,"4","2","0",115,0,1830,"98122",0
"11614",519000,830,7,830,"1",0,"2","1","0",95,0,1460,"98103",0
"11616",305000,1900,7,1420,"2.5",480,"4","1","0",47,0,1600,"98023",0
"11618",275000,1610,6,1010,"1.5",600,"4","1","0",46,0,1320,"98198",0
"11624",613000,1170,8,1170,"2",0,"2","1.5","0",88,1,2160,"98119",0
"11628",425000,1570,8,1570,"1.5",0,"3","1","0",61,3,2130,"98166",0
"11631",472000,1180,8,1180,"2.5",0,"3","3","0",5,0,1180,"98119",0
"11637",254000,1470,7,1470,"2",0,"3","1","0",23,0,1580,"98038",0
"11638",178500,900,6,900,"1",0,"3","1","0",54,0,1460,"98001",0
"11641",319900,1380,7,1380,"1",0,"2","1","0",75,0,1870,"98028",0
"11642",350000,1150,7,1150,"1.5",0,"2","1","0",71,1,1910,"98125",0
"11652",190000,1370,7,1370,"2.5",0,"2","2","0",28,0,1370,"98188",0
"11654",434000,1660,7,1660,"1.75",0,"3","1","0",60,0,1660,"98028",0
"11655",415885,1310,7,1310,"1",0,"3","1","0",51,0,1120,"98126",0
"11660",530000,3080,8,1740,"2",1340,"3","1","0",50,0,2100,"98166",0
"11662",255000,1250,7,1250,"1",0,"4","1","0",60,0,1260,"98148",0
"11664",695000,1790,8,1790,"1.75",0,"5","2","0",63,0,1840,"98004",0
"11668",675000,1530,7,1530,"1.75",0,"4","1.5","0",102,0,1650,"98103",0
"11669",332888,1050,8,950,"2.5",100,"2","2","0",8,0,1350,"98122",0
"11670",3e+05,1730,7,1130,"1.75",600,"3","1","0",39,0,1950,"98031",0
"11674",1730000,5000,10,3410,"3.5",1590,"5","2","0",7,3,3360,"98040",0
"11677",1420000,3950,10,3430,"3.25",520,"5","2","0",9,2,2070,"98033",0
"11680",840000,3040,11,3040,"2.75",0,"4","2","0",12,0,3830,"98059",0
"11682",205000,1850,7,1850,"1.75",0,"4","1.5","0",43,0,1750,"98042",0
"11693",1081000,2490,8,1690,"3",800,"4","1.5","0",12,0,1960,"98105",2003
"11697",245000,1470,8,1470,"2",0,"3","1","0",41,0,1980,"98023",0
"11701",455000,2440,8,2440,"2.5",0,"4","2","0",10,0,2260,"98056",0
"11702",523000,1260,8,1260,"1.5",0,"3","1.5","0",84,0,1700,"98116",0
"11703",250000,1640,7,1640,"2.25",0,"3","2","0",32,0,1230,"98002",1983
"11713",478000,1960,7,980,"1.75",980,"2","1","0",111,0,1650,"98199",0
"11718",208417,840,5,840,"1",0,"2","1","0",77,0,830,"98108",0
"11723",465000,2190,8,2190,"2.75",0,"4","2","0",11,0,2190,"98072",0
"11734",295000,720,6,720,"1",0,"2","1","0",72,0,1000,"98106",0
"11739",7e+05,1990,9,1990,"1.75",0,"3","2","0",35,3,2880,"98028",0
"11740",126000,610,5,610,"1",0,"1","1","0",93,0,1090,"98055",0
"11741",850000,2500,7,2500,"1",0,"4","1.5","0",60,0,2880,"98005",0
"11749",2200000,5840,12,4570,"4.5",1270,"5","2","0",9,0,4850,"98029",0
"11757",435000,2440,7,2440,"2.5",0,"4","2","0",12,0,2440,"98059",0
"11763",350000,1550,7,1550,"1.5",0,"3","1","0",61,0,1550,"98031",0
"11766",419000,2190,7,2190,"3",0,"5","2","0",16,0,1440,"98178",0
"11776",168000,1370,6,1370,"1.5",0,"3","1","0",52,0,2350,"98055",0
"11779",460000,1210,7,1210,"1.75",0,"3","1","0",64,0,1250,"98027",0
"11784",370000,1320,7,1320,"1.5",0,"3","1","0",44,0,1380,"98034",0
"11786",232000,1440,5,1440,"2",0,"4","1","0",72,0,1500,"98056",0
"11792",350000,1460,8,1130,"3.25",330,"3","2","0",9,0,1560,"98126",0
"11794",275000,1250,7,1000,"1",250,"3","1","0",63,0,1310,"98125",0
"11805",527700,1330,8,1330,"2.25",0,"2","3","0",6,0,1320,"98117",0
"11809",225000,660,5,660,"1",0,"3","1","0",75,0,1320,"98168",0
"11813",199400,880,6,880,"1",0,"2","1","0",99,0,1430,"98106",0
"11814",364900,2490,9,2490,"2.5",0,"4","2","0",19,2,2650,"98042",0
"11822",315000,790,6,790,"1",0,"2","1","0",31,0,1380,"98052",1984
"11827",397000,1340,7,1340,"1.75",0,"3","1","0",62,0,1550,"98103",0
"11831",399000,1940,7,1140,"2",800,"3","1","0",37,0,1940,"98155",0
"11832",4e+05,2670,8,2670,"1.75",0,"4","2","0",43,4,2190,"98092",0
"11833",249900,1220,7,1220,"2",0,"3","1","0",21,0,1570,"98038",0
"11834",717000,1310,7,1090,"1.5",220,"3","1","0",59,0,1570,"98117",0
"11835",319000,1930,8,1930,"2.5",0,"4","2","0",20,0,2280,"98031",0
"11841",305495,2110,7,2110,"1.75",0,"3","2","0",49,0,1800,"98059",0
"11842",240000,1790,7,1670,"2",120,"4","1","0",55,1,2440,"98198",0
"11845",770000,2050,9,1750,"3.5",300,"3","2","1",85,4,2300,"98166",0
"11852",870300,2350,8,1690,"2.5",660,"4","1.5","0",105,0,1750,"98103",0
"11858",425000,1820,7,1260,"2.25",560,"3","1","0",41,0,1850,"98034",0
"11859",7e+05,2440,10,2440,"2.5",0,"4","2","0",27,0,2490,"98029",0
"11862",530000,1240,8,1240,"1.5",0,"3","1.5","0",101,0,1420,"98144",0
"11872",1950000,7420,12,7420,"3.25",0,"4","2","0",13,3,5610,"98045",0
"11873",332500,1800,7,1800,"2.25",0,"3","2","0",20,0,1870,"98038",0
"11880",339950,1730,7,1730,"2.5",0,"3","2","0",16,0,1780,"98148",0
"11887",215000,1180,6,1180,"2",0,"2","2","0",10,0,1310,"98038",0
"11889",567000,1630,7,1630,"1.75",0,"3","1.5","0",107,3,1800,"98115",0
"11902",636000,1230,7,1230,"1.75",0,"2","1.5","0",90,0,1210,"98119",0
"11909",879900,3580,10,1840,"2.75",1740,"4","1","0",36,0,2910,"98074",0
"11915",429950,2320,8,2320,"2.5",0,"4","2","0",11,0,2330,"98059",0
"11918",406250,2550,8,2550,"3.25",0,"4","2","0",25,0,2370,"98019",0
"11919",447000,2660,8,2660,"2.5",0,"4","2","0",18,0,2480,"98045",0
"11931",543000,2370,7,1600,"2",770,"2","1.5","0",23,0,2370,"98027",0
"11935",1210000,3650,9,2530,"2.75",1120,"4","2","0",12,2,3140,"98115",2003
"11938",455000,2050,7,1250,"1.75",800,"4","1","0",56,0,2270,"98058",0
"11942",6e+05,2510,9,2510,"2",0,"4","1","0",55,0,3180,"98034",0
"11945",1030000,3190,9,1690,"2.75",1500,"5","1","0",39,3,3100,"98006",0
"11946",6e+05,4690,10,3680,"3.25",1010,"4","2","0",20,2,2910,"98155",0
"11949",785000,2220,8,1970,"1.5",250,"4","1.5","0",90,0,1984,"98105",0
"11953",2575000,4780,10,3660,"3",1120,"5","1","0",40,0,4660,"98039",0
"11957",201000,960,7,960,"1",0,"3","1","0",52,0,1930,"98022",0
"11959",315000,1970,7,1970,"2.5",0,"4","2","0",13,0,1840,"98059",0
"11970",249000,1090,6,1090,"1",0,"3","1","0",65,0,1910,"98028",0
"11996",175000,1430,6,1430,"1.75",0,"3","1","0",58,0,1550,"98118",0
"12022",289500,1200,7,1200,"1",0,"3","1","0",68,0,1580,"98115",0
"12023",432500,2240,7,2240,"2.5",0,"3","2","0",13,0,2610,"98065",0
"12027",536650,2090,8,1230,"1.75",860,"3","1","0",40,0,2310,"98034",0
"12035",430000,1440,7,1440,"2",0,"2","2","0",25,0,1630,"98070",0
"12038",257000,1400,7,1400,"1.5",0,"4","2","0",40,0,1580,"98001",0
"12039",420000,2140,8,2140,"2.5",0,"3","2","0",10,0,2860,"98029",0
"12042",312500,2300,8,2300,"0.5",0,"4","2","0",19,0,1820,"98092",0
"12048",215000,1290,7,1290,"2",0,"3","1","0",68,0,1650,"98168",0
"12050",270000,1420,7,1130,"2.25",290,"3","1","0",30,0,1460,"98042",0
"12067",697000,1670,8,1670,"1.75",0,"4","1","0",42,0,2360,"98052",0
"12071",396500,1710,7,1100,"1",610,"3","1","0",61,0,1310,"98126",0
"12073",605000,2200,8,1740,"3.25",460,"3","2","0",27,0,2200,"98119",0
"12075",805000,3910,11,3910,"3",0,"3","2","0",30,0,1860,"98014",0
"12080",216300,1650,8,1650,"2.5",0,"3","2","0",30,0,1720,"98023",0
"12086",210000,1500,7,1500,"2.25",0,"4","2","0",16,0,1700,"98001",0
"12088",249500,2120,7,1170,"1.5",950,"4","1","0",38,0,1790,"98002",0
"12095",630000,3220,8,3220,"2.5",0,"4","2","0",37,0,2550,"98074",0
"12097",1110000,2990,8,2100,"2.5",890,"4","1","0",56,0,2270,"98005",0
"12098",398000,1420,7,1420,"1",0,"4","1","0",62,0,1670,"98117",0
"12117",267300,1890,7,1890,"1.75",0,"3","1","0",51,0,1690,"98092",0
"12120",506000,2180,8,1480,"1.75",700,"3","1","0",54,0,2180,"98177",0
"12124",555000,2350,8,1430,"2.25",920,"4","1","0",38,0,2640,"98006",0
"12127",247000,1590,7,1060,"2",530,"5","1","0",53,0,1460,"98001",0
"12133",375000,1110,6,1110,"1.5",0,"3","1","0",18,0,1670,"98033",1997
"12134",650000,2110,7,1530,"2.5",580,"4","1","0",73,0,1420,"98115",0
"12156",667000,2560,8,1870,"2.25",690,"5","1","0",49,0,2070,"98008",0
"12157",2e+05,920,6,920,"1",0,"2","1","0",109,0,1210,"98118",0
"12184",710500,2040,8,1540,"1.75",500,"3","1.5","0",98,0,1620,"98107",0
"12187",2135000,3860,10,2630,"3.25",1230,"4","1","0",40,4,4590,"98004",0
"12191",615000,2220,8,2040,"1.75",180,"3","1","0",40,2,2540,"98177",0
"12207",540000,1680,7,1680,"1.75",0,"3","1.5","0",89,0,1460,"98144",0
"12224",210000,880,7,880,"1.5",0,"2","2","0",8,0,1070,"98126",0
"12230",525000,3670,10,3670,"2.5",0,"4","2","0",10,0,3300,"98058",0
"12236",820000,3720,10,3720,"2.5",0,"4","2","0",16,0,3515,"98074",0
"12241",350000,1050,7,1050,"1",0,"3","1","0",67,0,1490,"98118",0
"12245",650000,2580,8,1660,"2.5",920,"4","1","0",56,0,2060,"98125",0
"12246",6e+05,1370,7,1370,"1",0,"2","1.5","0",110,0,1500,"98107",0
"12253",128750,880,5,880,"1",0,"3","1","0",65,0,880,"98002",0
"12266",485000,2910,9,2120,"2.75",790,"4","1","0",46,2,2850,"98003",0
"12269",350000,1190,8,1190,"2.25",0,"3","3","0",17,0,1210,"98103",0
"12272",450000,1990,7,1030,"2.25",960,"4","1","0",50,0,1320,"98126",0
"12273",432500,1500,7,750,"1.75",750,"4","1","0",114,0,1220,"98144",0
"12281",823000,2640,7,1650,"1.75",990,"5","1.5","0",100,0,1750,"98117",0
"12286",480000,2080,7,1200,"2.5",880,"4","1","0",45,0,1920,"98011",0
"12287",815000,1370,7,1370,"1.5",0,"3","1","0",60,0,1580,"98004",0
"12289",180000,1000,6,1000,"1",0,"3","1","0",75,0,1280,"98146",0
"12290",156601,1210,7,1210,"1.75",0,"2","1","0",31,0,1650,"98038",0
"12294",198000,1300,7,1300,"1.75",0,"3","1","0",35,0,1150,"98001",0
"12306",583000,1800,7,1800,"1.5",0,"3","1","0",60,0,1610,"98008",0
"12309",429000,1350,7,1350,"1",0,"4","1.5","0",103,0,1530,"98107",0
"12312",535000,920,7,920,"1",0,"1","1","0",109,3,1890,"98103",0
"12313",352500,1500,7,1030,"1.75",470,"3","1","0",57,0,2090,"98133",0
"12315",215000,1980,7,1980,"1.5",0,"5","1.5","0",53,0,1510,"98058",0
"12318",518000,1140,7,940,"1.5",200,"2","2","0",14,0,1460,"98122",0
"12332",1072500,2890,8,1790,"2.25",1100,"3","2","0",26,4,2110,"98146",1989
"12335",260000,940,6,940,"1",0,"3","1","0",66,0,1180,"98118",0
"12340",415000,1370,6,1120,"1",250,"6","1.5","0",84,0,1020,"98106",0
"12341",190000,1200,6,1200,"1",0,"3","1","0",62,0,1250,"98002",0
"12344",339900,1570,7,1400,"1.5",170,"4","1","0",50,2,2326,"98030",0
"12346",353000,1830,7,1830,"2.5",0,"4","2","0",13,0,1830,"98038",0
"12348",675000,1770,8,1770,"2.5",0,"4","1","0",44,2,2470,"98155",0
"12349",4e+05,2120,7,2120,"2.5",0,"3","2","0",9,0,2230,"98059",0
"12352",1e+06,3350,8,2180,"3",1170,"5","2","0",35,0,2660,"98103",1980
"12354",275000,1060,6,1060,"1.5",0,"3","1","0",32,0,1560,"98106",0
"12364",417000,1820,8,1820,"2.75",0,"3","2","0",24,0,1820,"98070",0
"12365",1115000,3180,10,2390,"2.5",790,"4","1","0",37,0,3180,"98007",0
"12366",1550000,5280,11,3220,"4",2060,"4","2","0",37,3,3470,"98040",0
"12376",549900,2830,8,2830,"3",0,"4","2","0",28,0,2250,"98092",0
"12378",107000,910,6,910,"1.5",0,"3","1","0",42,0,1410,"98106",0
"12379",232900,910,6,910,"1.5",0,"3","1","0",42,0,1410,"98106",0
"12388",979500,4133,11,4133,"3.75",0,"4","2","0",15,0,1970,"98019",0
"12392",385000,1950,7,1150,"2.5",800,"4","1","0",52,0,2050,"98052",0
"12401",660000,2590,9,2590,"2.5",0,"3","1","0",28,0,2590,"98029",0
"12402",258000,1620,7,1310,"1.75",310,"3","1","0",27,0,1580,"98038",0
